-128	3127.06
-127	0
-126	0
-125	0
-124	3131.2
-123	0
-122	3131.87
-121	0
-120	3134.77
-119	0
-118	3136.1
-117	0
-116	3138.19
-115	0
-114	3139.77
-113	0
-112	3141.54
-111	0
-110	3143.19
-109	0
-108	3144.87
-107	0
-106	3146.47
-105	0
-104	3148.12
-103	0
-102	3149.73
-101	0
-100	3151.31
-99	0
-98	3152.93
-97	0
-96	3154.5
-95	0
-94	3156.05
-93	0
-92	3157.52
-91	0
-90	3158.92
-89	0
-88	3160.26
-87	0
-86	3161.5
-85	0
-84	3162.68
-83	0
-82	3163.77
-81	0
-80	3164.76
-79	0
-78	3165.64
-77	0
-76	3166.43
-75	0
-74	3167.11
-73	0
-72	3167.67
-71	0
-70	3168.12
-69	0
-68	3168.44
-67	0
-66	3168.65
-65	0
-64	3168.7
-63	0
-62	3168.65
-61	0
-60	3168.46
-59	0
-58	3168.13
-57	0
-56	3167.67
-55	0
-54	3167.09
-53	0
-52	3166.42
-51	0
-50	3165.63
-49	0
-48	3164.74
-47	0
-46	3163.76
-45	0
-44	3162.68
-43	0
-42	3161.52
-41	0
-40	3160.26
-39	0
-38	3158.92
-37	0
-36	3157.52
-35	0
-34	3156.05
-33	0
-32	3154.56
-31	0
-30	3153.02
-29	0
-28	3151.43
-27	0
-26	3149.82
-25	0
-24	3148.2
-23	0
-22	3146.57
-21	0
-20	3144.95
-19	0
-18	3143.27
-17	0
-16	3141.64
-15	0
-14	3139.85
-13	0
-12	3138.27
-11	0
-10	3136.18
-9	0
-8	3134.82
-7	0
-6	3131.94
-5	0
-4	3131.23
-3	0
-2	0
-1	0
0	3127.05
