-72	6652.27
-71	0
-70	0
-69	0
-68	6657.82
-67	0
-66	6658.53
-65	6660.31
-64	6662.56
-63	6662.09
-62	6664.33
-61	6665.77
-60	6667.11
-59	6667.97
-58	6669.53
-57	6670.74
-56	6671.95
-55	6673.21
-54	6674.49
-53	6675.71
-52	6676.97
-51	6678.23
-50	6679.49
-49	6680.74
-48	6682
-47	6683.26
-46	6684.53
-45	6685.8
-44	6687.08
-43	6688.37
-42	6689.65
-41	6690.95
-40	6692.25
-39	6693.56
-38	6694.86
-37	6696.18
-36	6697.51
-35	6698.83
-34	6700.15
-33	6701.49
-32	6702.8
-31	6704.1
-30	6705.39
-29	6706.67
-28	6707.93
-27	6709.16
-26	6710.38
-25	6711.56
-24	6712.71
-23	6713.82
-22	6714.9
-21	6715.93
-20	6716.92
-19	6717.85
-18	6718.72
-17	6719.54
-16	6720.28
-15	6720.95
-14	6721.55
-13	6722.06
-12	6722.48
-11	6722.81
-10	6723.02
-9	6723.13
-8	6723.11
-7	6722.95
-6	6722.65
-5	6722.19
-4	6721.53
-3	6720.64
-2	6719.46
-1	6717.88
0	6715.6
