-288	9469.87
-287	0
-286	0
-285	0
-284	9477.07
-283	0
-282	9477.85
-281	9479.9
-280	9483.57
-279	9481.65
-278	9485.09
-277	9487.03
-276	9489.64
-275	9489.15
-274	9491.76
-273	9493.52
-272	9495.46
-271	9495.97
-270	9498.06
-269	9499.63
-268	9501.23
-267	9502.27
-266	9504.05
-265	9505.54
-264	9506.98
-263	9508.32
-262	9509.89
-261	9511.36
-260	9512.76
-259	9514.19
-258	9515.66
-257	9517.05
-256	9518.49
-255	9519.94
-254	9521.37
-253	9522.77
-252	9524.22
-251	9525.61
-250	9527.04
-249	9528.44
-248	9529.82
-247	9531.24
-246	9532.65
-245	9534.06
-244	9535.49
-243	9536.87
-242	9538.28
-241	9539.66
-240	9541.07
-239	9542.44
-238	9543.84
-237	9545.23
-236	9546.63
-235	9548.01
-234	9549.4
-233	9550.82
-232	9552.21
-231	9553.6
-230	9554.97
-229	9556.36
-228	9557.76
-227	9559.14
-226	9560.53
-225	9561.91
-224	9563.3
-223	9564.68
-222	9566.07
-221	9567.45
-220	9568.82
-219	9570.23
-218	9571.61
-217	9573
-216	9574.37
-215	9575.76
-214	9577.14
-213	9578.51
-212	9579.89
-211	9581.29
-210	9582.66
-209	9584.04
-208	9585.42
-207	9586.8
-206	9588.18
-205	9589.56
-204	9590.95
-203	9592.32
-202	9593.7
-201	9595.08
-200	9596.47
-199	9597.84
-198	9599.23
-197	9600.61
-196	9601.99
-195	9603.39
-194	9604.77
-193	9606.16
-192	9607.54
-191	9608.92
-190	9610.33
-189	9611.72
-188	9613.12
-187	9614.51
-186	9615.9
-185	9617.3
-184	9618.68
-183	9620.08
-182	9621.47
-181	9622.88
-180	9624.28
-179	9625.68
-178	9627.08
-177	9628.48
-176	9629.89
-175	9631.32
-174	9632.72
-173	9634.13
-172	9635.56
-171	9636.97
-170	9638.38
-169	9639.82
-168	9641.22
-167	9642.65
-166	9644.08
-165	9645.52
-164	9646.96
-163	9648.37
-162	9649.8
-161	9651.23
-160	9652.69
-159	9654.12
-158	9655.57
-157	9657.01
-156	9658.45
-155	9659.9
-154	9661.35
-153	9662.79
-152	9664.24
-151	9665.7
-150	9667.14
-149	9668.59
-148	9670.05
-147	9671.51
-146	9672.96
-145	9674.42
-144	9675.87
-143	9677.33
-142	9678.77
-141	9680.22
-140	9681.67
-139	9683.13
-138	9684.58
-137	9686.03
-136	9687.49
-135	9688.93
-134	9690.38
-133	9691.82
-132	9693.26
-131	9694.7
-130	9696.14
-129	9697.58
-128	9699
-127	9700.43
-126	9701.87
-125	9703.3
-124	9704.72
-123	9706.15
-122	9707.57
-121	9708.98
-120	9710.37
-119	9711.77
-118	9713.18
-117	9714.58
-116	9715.97
-115	9717.36
-114	9718.75
-113	9720.13
-112	9721.5
-111	9722.88
-110	9724.25
-109	9725.62
-108	9726.97
-107	9728.33
-106	9729.67
-105	9731
-104	9732.35
-103	9733.67
-102	9734.99
-101	9736.3
-100	9737.61
-99	9738.91
-98	9740.21
-97	9741.5
-96	9742.78
-95	9744.06
-94	9745.33
-93	9746.58
-92	9747.84
-91	9749.09
-90	9750.31
-89	9751.54
-88	9752.75
-87	9753.96
-86	9755.16
-85	9756.35
-84	9757.52
-83	9758.7
-82	9759.86
-81	9761.01
-80	9762.14
-79	9763.26
-78	9764.38
-77	9765.47
-76	9766.56
-75	9767.65
-74	9768.71
-73	9769.76
-72	9770.8
-71	9771.83
-70	9772.84
-69	9773.84
-68	9774.83
-67	9775.79
-66	9776.74
-65	9777.68
-64	9778.6
-63	9779.49
-62	9780.38
-61	9781.24
-60	9782.1
-59	9782.93
-58	9783.74
-57	9784.54
-56	9785.31
-55	9786.06
-54	9786.8
-53	9787.52
-52	9788.22
-51	9788.89
-50	9789.54
-49	9790.17
-48	9790.77
-47	9791.34
-46	9791.9
-45	9792.43
-44	9792.93
-43	9793.41
-42	9793.86
-41	9794.29
-40	9794.69
-39	9795.05
-38	9795.39
-37	9795.7
-36	9795.98
-35	9796.23
-34	9796.45
-33	9796.63
-32	9796.78
-31	9796.89
-30	9796.97
-29	9797.02
-28	9797.02
-27	9796.98
-26	9796.9
-25	9796.79
-24	9796.63
-23	9796.43
-22	9796.17
-21	9795.87
-20	9795.53
-19	9795.13
-18	9794.67
-17	9794.16
-16	9793.59
-15	9792.96
-14	9792.26
-13	9791.49
-12	9790.64
-11	9789.7
-10	9788.68
-9	9787.55
-8	9786.31
-7	9784.95
-6	9783.48
-5	9781.84
-4	9780.01
-3	9777.95
-2	9775.62
-1	9772.88
0	9769.44
